name,description,ingredients,category,protein,carbs,fat,fiber,vitamins,calories,cooking_time,spicy_level,instructions,is_vegetarian
"Baked Tandoori Salmon","Salmon fillets marinated in tandoori spices and baked for a healthy twist.","salmon fillets, yogurt, tandoori masala, lemon juice, garlic, ginger",main,30,0,15,0,"{'vitamin D': 20}",350,25,3,"1. Marinate salmon fillets in yogurt, tandoori masala, lemon juice, garlic, and ginger for at least 30 minutes. 2. Preheat the oven to 375°F (190°C). 3. Place marinated salmon on a baking tray and bake for 15-20 minutes until cooked through. Serve with a side salad.",FALSE
"Mutton Shami Kebabs","Spiced minced mutton patties cooked until crispy, perfect as a snack or appetizer.","minced mutton, dal, onions, ginger, garlic, spices, oil",snack,25,10,20,2,"{'vitamin B12': 10}",500,40,4,"1. Soak dal and boil until soft. 2. In a pan, sauté onions, garlic, and ginger until golden. 3. Blend minced mutton with cooked dal and sautéed ingredients until smooth. 4. Form into patties and shallow fry until crispy. Serve with chutney.",FALSE
"Rawa Fried Fish","Crispy fried fish coated in semolina, giving a crunchy texture.","fish fillets, semolina, lemon juice, spices, oil",main,25,10,15,2,"{'vitamin D': 10}",400,30,4,"1. Marinate fish fillets with lemon juice and spices for 30 minutes. 2. Coat each fillet in semolina. 3. Heat oil in a pan and fry the coated fillets until golden and crispy. Serve with a side of salad or chutney.",FALSE
"Chicken Xacuti","A spicy Goan curry made with a blend of roasted spices and coconut.","chicken, coconut, onions, garlic, ginger, xacuti masala",main,30,15,20,3,"{'vitamin B6': 10}",600,60,4,"1. Toast and grind spices to make xacuti masala. 2. In a pot, sauté onions, garlic, and ginger until golden. 3. Add chicken and cook until browned. 4. Stir in coconut and xacuti masala, and simmer until chicken is cooked through. Serve with rice.",FALSE
"Classic Scrambled Eggs","Soft and creamy scrambled eggs, a breakfast classic.","eggs, milk, butter, salt, pepper",breakfast,12,1,10,0,"{'vitamin B12': 10}",200,10,1,"1. Crack eggs into a bowl and whisk with milk, salt, and pepper. 2. Heat butter in a non-stick pan over medium heat. 3. Pour in the egg mixture and stir gently. 4. Cook until the eggs are just set but still soft. Serve immediately.",TRUE
"Shakshuka (Poached Eggs in Tomato Sauce)","A North African dish of poached eggs in a spicy tomato sauce, typically served with bread.","eggs, tomatoes, bell peppers, onions, garlic, cumin, paprika, olive oil",breakfast,12,10,10,2,"{'vitamin C': 15}",300,30,3,"1. Heat olive oil in a pan and sauté chopped onions, bell peppers, and garlic until soft. 2. Add diced tomatoes, cumin, paprika, and simmer for 10 minutes. 3. Make wells in the sauce and crack eggs into each well. 4. Cover and cook until eggs are set. Serve with bread.",TRUE
"Deviled Eggs","Hard-boiled eggs with a creamy, seasoned yolk filling, perfect as a snack or appetizer.","hard-boiled eggs, mayonnaise, mustard, paprika, salt, pepper",snack,6,1,5,0,"{'vitamin B12': 10}",150,15,1,"1. Cut hard-boiled eggs in half and remove yolks. 2. In a bowl, mash yolks with mayonnaise, mustard, salt, and pepper. 3. Spoon or pipe the mixture back into egg whites. 4. Sprinkle with paprika before serving.",TRUE
"Omelette with Vegetables","A fluffy omelette filled with a variety of vegetables for a healthy breakfast.","eggs, bell peppers, onions, spinach, cheese, salt, pepper",breakfast,15,5,12,1,"{'vitamin A': 20}",250,15,2,"1. Whisk eggs with salt and pepper. 2. Heat oil in a pan and sauté chopped vegetables until tender. 3. Pour in the egg mixture and cook until the edges are set. 4. Add cheese, fold, and serve warm.",TRUE
"Baked Egg Muffins","Mini omelettes baked in a muffin tin, perfect for meal prep and on-the-go breakfasts.","eggs, spinach, cheese, bell peppers, salt, pepper",breakfast,10,5,8,1,"{'vitamin A': 15}",180,25,1,"1. Preheat oven to 350°F (175°C). 2. Whisk eggs with salt and pepper. 3. Grease a muffin tin and fill with chopped vegetables and cheese. 4. Pour the egg mixture over the fillings and bake for 20 minutes until set. Allow to cool before removing.",TRUE
"Egg Fried Rice","A quick and easy fried rice dish with scrambled eggs and vegetables.","cooked rice, eggs, peas, carrots, soy sauce, green onions, oil",main,12,35,10,2,"{'vitamin A': 10}",400,20,2,"1. In a pan, heat oil and scramble eggs until just set. 2. Add cooked rice, peas, and carrots, and stir-fry for 5 minutes. 3. Pour in soy sauce and mix well. 4. Garnish with chopped green onions before serving.",TRUE
"Spanish Tortilla (Potato Omelette)","A traditional Spanish dish made with eggs and thinly sliced potatoes, served in wedges.","eggs, potatoes, onions, olive oil, salt",main,15,20,20,3,"{'vitamin C': 15}",350,45,2,"1. Peel and slice potatoes and onions. 2. Heat olive oil in a pan and cook potatoes and onions until soft. 3. In a bowl, beat eggs with salt, then add cooked potatoes and onions. 4. Pour into the pan and cook until set on one side, then flip and cook the other side. Serve in wedges.",TRUE
"Egg Salad Sandwich","Creamy egg salad made with mayonnaise and spices, served in a sandwich.","hard-boiled eggs, mayonnaise, mustard, lettuce, bread, salt, pepper",snack,12,20,15,1,"{'vitamin B12': 10}",350,15,1,"1. Chop hard-boiled eggs and mix with mayonnaise, mustard, salt, and pepper. 2. Spread egg salad on a slice of bread and top with lettuce. 3. Place another slice of bread on top and cut in half before serving.",TRUE
"Poached Eggs with Avocado Toast","Creamy avocado spread on toast topped with perfectly poached eggs, a nutritious breakfast.","eggs, bread, avocado, salt, pepper, lemon juice",breakfast,14,20,15,5,"{'vitamin E': 15}",350,20,1,"1. Toast bread until golden. 2. Mash avocado with salt, pepper, and lemon juice. 3. Poach eggs in simmering water until the whites are set. 4. Spread avocado on toast and top with poached eggs. Serve immediately.",TRUE
"Eggs Benedict","An English breakfast classic of poached eggs and Canadian bacon on an English muffin, topped with hollandaise sauce.","eggs, English muffins, Canadian bacon, butter, lemon juice, egg yolks, salt",breakfast,20,30,30,1,"{'vitamin A': 20}",500,30,3,"1. Toast English muffins and cook Canadian bacon until warm. 2. Poach eggs in simmering water. 3. For hollandaise, whisk egg yolks with butter and lemon juice until thick. 4. Assemble by placing bacon on muffins, topping with poached eggs and hollandaise sauce.",FALSE
"Korean Gyeran-jjim (Steamed Eggs)","A fluffy Korean dish of steamed eggs, perfect as a side dish.","eggs, water, salt, green onions",side,12,1,5,0,"{'vitamin B12': 10}",100,15,1,"1. Whisk eggs with water and salt until well combined. 2. Pour the mixture into a heatproof bowl. 3. Place the bowl in a steamer and steam for about 10-15 minutes until set. 4. Garnish with chopped green onions before serving.",TRUE
"Hard-Boiled Eggs with Dipping Sauce","Simple hard-boiled eggs served with a flavorful dipping sauce.","hard-boiled eggs, soy sauce, sesame oil, green onions",snack,6,1,5,0,"{'vitamin B12': 10}",150,10,1,"1. Boil eggs for 10-12 minutes and cool in ice water. 2. Peel and cut in half. 3. Mix soy sauce and sesame oil to make a dipping sauce. 4. Serve eggs with dipping sauce and sprinkle with chopped green onions.",TRUE
"Egg and Spinach Frittata","A baked Italian-style omelette with eggs and fresh spinach, perfect for brunch.","eggs, spinach, cheese, onion, salt, pepper",breakfast,14,2,12,1,"{'vitamin A': 20}",250,30,2,"1. Preheat the oven to 350°F (175°C). 2. Sauté onions and spinach in an oven-safe skillet until spinach is wilted. 3. Whisk eggs with salt and pepper, and pour over vegetables. 4. Cook until edges are set, then transfer to the oven and bake for 15-20 minutes. Serve warm.",TRUE









